PropertyId,PropertyUrl,PropertyName,PropertyDirection,imageUri,Price,Bedrooms,Bathrooms,WebPage
14446244,https://dubizzle.com/s/DaycHw,Single Row|End Unit|Payment Plan|Handed Over|Vacant,"Golden Wave Properties Broker L.L.C Proudly Presents:  - Luxurious 4 bed Plus maids Plus Family Room for Sale in Senses, The Fields - Single Row Property with open views - 4 bedrooms with 3 ensuite",https://dbz-images.dubizzle.com/images/2024/04/26/eb2c067b-8181-401e-8f70-ba13c16232fc/f83ea48a34ab4cc886584616940fda0a-.jpg?impolicy=legacy&imwidth=800,4350000,4,6,Dubizzle
14408630,https://dubizzle.com/s/Day2VQ,Luxury Living | Prime Location | Available,"Discover luxurious living in this exquisite 4-bedroom villa located in the prestigious Sidra Villas 1, Dubai Hills Estate. Boasting a spacious built-up area of 4,237 sq.ft., this stunning property",https://dbz-images.dubizzle.com/images/2024/04/05/f94bd54b-ae63-46af-bdd0-126326cc0cb2/d84d94876bed41a6b4459eecb2618a8e-.jpg?impolicy=legacy&imwidth=800,8000000,4,4,Dubizzle
14367966,https://dubizzle.com/s/DayRlY,Fully Upgraded | Extended Unit | Exclusive,"Exceptionally Upgraded and Extended Inner Circle Villa   - Four Bedrooms - Maids Room - Corner Unit  - Inner Circle - Park Backing  - 3,726 Sq. Ft. BUA - 6,134 Sq. Ft. Plot - Vacant On Transfer  -",https://dbz-images.dubizzle.com/images/2024/04/06/3aa4428f-0fb6-498b-b83d-2d96edec15d2/439ec3672e0744fea264276094d08a96-.jpg?impolicy=legacy&imwidth=800,6500000,4,4,Dubizzle
14313819,https://dubizzle.com/s/DayDgD,4 Bedroom Plus Maids | Upgraded | Rented 7% NET ROI,"4 Bed + Maids at Oxford Villas in  Jumeirah Village Circle.  - 4 Bed + Maids - 3,620 Sq,ft BUA - 1,768 Sq.ft Plot - Rented 250k till December 2024 ( No Notice Served)  - Fully Upgraded Unit  - G+2 -",https://dbz-images.dubizzle.com/images/2024/04/08/5c804f0a-ae17-42aa-9d8f-01623632ae66/01eea72f1b7643c29bf7ce0b9d561ea8-.jpg?impolicy=legacy&imwidth=800,3500000,4,5,Dubizzle
14429405,https://dubizzle.com/s/Day7kV,3 Bed + Maids | Single Row | Vacant Now,"VACANT 3 BEDROOM INDEPENDENT VILLA IN SIDRA 1  - Type E1 - 3 Bedrooms Villa - Single Row - 3,102 Sq. Ft BUA - 4,482 Sq. Ft Plot - Landscaped Garden - Property Reference: L-173585 - Agent: Alex Baker",https://dbz-images.dubizzle.com/images/2024/04/17/81b437ea-99e0-404d-8b81-e0d509344070/23ee586c3a6f4c22a198eb489536b303-.jpg?impolicy=legacy&imwidth=800,6700000,3,4,Dubizzle
14385891,https://dubizzle.com/s/DayW05,Now Vacant | 2E Layout | 4 Bed Plus Maids,"Now Vacant | 2E Layout | 4 Bed Plus Maids  - 4 Bedroom plus maids - Type 2E - Immaculate - Rare semi-detached villa - Plot: 3,085 Sq Ft  - BUA: 2,462 Sq Ft - Property Reference: DUB199409 - Agent:",https://dbz-images.dubizzle.com/images/2024/04/06/d211a794-d02d-48ca-a1cc-9af9ce65b64d/a68459adc91f456780fdef90d30117f1-.jpg?impolicy=legacy&imwidth=800,4850000,4,4,Dubizzle
14298465,https://dubizzle.com/s/DaxzgZ,Corner Plot | Extended | Vacant on Transfer,"Type E1 | Corner | Extended | 3 Bedrooms  - 3 bedrooms Type E1 - Vacant September - Single Row property - Corner plot - Double height extension - Approximately BUA of 3,300 sq. ft with extensions -",https://dbz-images.dubizzle.com/images/2024/04/06/d41f331a-00a9-476b-8a9c-670bc108af88/29000d9231ed4e438eb35af89baf3277-.jpg?impolicy=legacy&imwidth=800,7250000,3,4,Dubizzle
14437810,https://dubizzle.com/s/Day9vu,On the Park | Storm Proof | Green Community,"Encompassing an expansive expanse of 3.5 million square feet within the esteemed Dubailand, this masterful community stands as a sanctuary meticulously crafted to facilitate a profound reconnection",https://dbz-images.dubizzle.com/images/2024/04/20/f6be7201-345e-45bc-9ce4-bdf1b15b815f/43a40451d15e47278c9be8fd24eec601-.jpg?impolicy=legacy&imwidth=800,11499000,6,7,Dubizzle
14405990,https://dubizzle.com/s/Day1eg,Lagoon  | Loaded Amenities | Near Global Village,"Welcome to Acres, a luxurious enclave of standalone villas set amidst pristine surroundings, cradled in the embrace of nature's beauty. Enhanced by serene gardens and enchanting azure lagoons, this",https://dbz-images.dubizzle.com/images/2024/04/26/0d8467a1-f077-4308-a5bb-35a0e2495b54/d7a93bd48b7a4aa9ab6e474bbb1089ee-.jpg?impolicy=legacy&imwidth=800,10179000,5,6,Dubizzle
14430534,https://dubizzle.com/s/Day8C8,5 Bed | Vacant on Transfer | Premium Views,"Rare G+2 | Vacant on Transfer | Premium Views  - Garden Home - Type G+2 - 5 Bed - Maids Room - Office Space - 7 Bed - Private Pool - Marina Skyline &amp; Dubai Ain Views - 6,702 Sq.ft Plot - 6,066",https://dbz-images.dubizzle.com/images/2024/04/17/eaae8181-47de-44f5-8929-8197b14440f1/fea346d718004dec8021c8923628c4c7-.jpg?impolicy=legacy&imwidth=800,38000000,5,7,Dubizzle
14429928,https://dubizzle.com/s/Day7sm,Extended Signature Villa | Vacant On Transfer | Upgraded,"- Extended 16,418 Sq.Ft Plot  - Huge 8,500 Sq. Ft BUA  - Upgraded Mature Garden &amp; Pool -  Open Plan  -  Highly Upgraded Poggenpohl Kitchen  - Multiple Living Areas - Cinema Room  - Grand",https://dbz-images.dubizzle.com/images/2024/04/17/6087cb07-4bb2-4433-8806-bdab0795d19d/0cbc0e57175b41bf9abc4965b980329f-.jpg?impolicy=legacy&imwidth=800,55000000,5,6,Dubizzle
14429701,https://dubizzle.com/s/Day7pH,Luxury Tip Custom Build | Bespoke Luxury | 6 Bed,VACANT - Bespoke Modern Villa Located at the TIP of M Frond.  - Gated Private TIP Compound - 6 Bedrooms - G+2 - Open Plan Layout - Staff Quarters - Lift - Gym - Cinema/Games Room - Rooftop Jacuzzi -,https://dbz-images.dubizzle.com/images/2024/04/17/2a26ce16-5c54-4ed8-85a9-2df315957cd8/5f97b8092e2d470a9af816184c0de93d-.jpg?impolicy=legacy&imwidth=800,75000000,6,6,Dubizzle
14436676,https://dubizzle.com/s/Day9dc,Bright and Beautiful Villa for Sale,"RERA PERMIT: 75888  3 Bedroom Large and Bright Rooms Maid Room Closed Kitchen Rented Unit  Size: Plot: 2,502.61 Sq. Ft.   Sale Price: 3,850,000/-  Easy access to the Church, Gurudwara, Mosque &amp;",https://dbz-images.dubizzle.com/images/2024/04/25/fd9ebea5-6e5e-4bb4-bfa7-ff348add3773/a42c40d2ad4e469b858483d958aa122d-.jpg?impolicy=legacy&imwidth=800,3850000,3,4,Dubizzle
14347938,https://dubizzle.com/s/DayM8W,Serene Haven Awaits - 4 BR + M Villa for Sale,"RERA PERMIT: 75888   4 Bedroom  Villa Type B Large Single row Maid Room  Size: 7,267.25 Sq.ft.  Sale Price : AED 6,500,000/-  Handover June 2024  For more details contact Mr. Pankaj Ahuja on +971 50",https://dbz-images.dubizzle.com/images/2024/04/25/6e99bf82-d092-479f-b9e1-c8ef8afbe839/3c811d587718433983fac00d95a561af-.jpg?impolicy=legacy&imwidth=800,6500000,4,5,Dubizzle
14280433,https://dubizzle.com/s/Daxuz9,Vastu Compliant 4BR Type A on Big Plot facing park,RERA Permit 75888  Luxurious 4BR+M Independent Villa for Resale @ Murooj Al Furjan Type A Standard Plot size : 5906 sq.ft. Single row unit with Park view Spacious Private Garden and Garage Handover,https://dbz-images.dubizzle.com/images/2024/04/25/8e1533fe-5460-481c-8f2c-cd18985d5c34/b395201d31324ee1bf4f72b140d59648-.jpg?impolicy=legacy&imwidth=800,5400000,4,5,Dubizzle
14452444,https://dubizzle.com/s/Daydjw,PAYMENT PLAN | EXCLUSIVE 3 BED + MAID | LAZY RIVER FACING | NEAR THE ENTRANCE | PAY IN CRYPTO," ABOUT ARABIAN RANCHES 3 SUN :   Emaar Properties is presenting Sun Townhouses, features an exclusively designed 3 bedroom units located in Arabian Ranches 3, Dubai. The new contemporary development",https://dbz-images.dubizzle.com/images/2024/04/25/d4510c75-4f0b-4d9b-be34-9f4980d0222c/97d4df77a29e46768c59bf2aed880dc6-.jpg?impolicy=legacy&imwidth=800,2500000,3,4,Dubizzle
14425723,https://dubizzle.com/s/Day6mx,Investor Product | 10 Percent ROI Expected | Analysis Provided Upon Request,"Fouzan &amp; Positive properties is excited to offer an exclusive opportunity to own a corner Flora unit. Designed by the renowned Ellie Saab, this property features 5 bedrooms and 6 bathrooms. It",https://dbz-images.dubizzle.com/images/2024/04/15/4106128e-745d-4093-95e1-9e783e8b4465/0d80ac2e4b8e44a7b15b9ab2757bb1db-.jpg?impolicy=legacy&imwidth=800,18000000,5,5,Dubizzle
14308036,https://dubizzle.com/s/DayCKm,Investment Deal | Great Location | Damac Portofino,"Azco Real Estate is delighted to present to you an outstanding 5 bedroom villa in Portofino located in Damac Lagoons. The property size is 2,363 sq.ft and it has modern facilities and stunning",https://dbz-images.dubizzle.com/images/2024/04/17/9020db8b-e961-4ad6-bf88-44617abb032d/371912e7914c4150aabe4b41e5c8f282-.jpg?impolicy=legacy&imwidth=800,3800000,5,6,Dubizzle
14446247,https://dubizzle.com/s/DaycHz,Corner/Single row  | Ready  | Type E,"   FINAL PRICE | PLEASE NOTE  ONLY I HAVE THE RIGHTS TO THIS VILLA AND KEYS ARE ONLY WITH ME     Stone House Real Estate is pleased to offer this contemporary READY HANDED OVER , five-bedroom Forest",https://dbz-images.dubizzle.com/images/2024/04/23/32fb3484-7c60-4734-b34b-5d7d9601b9a1/9c05c7a644694eb58c7fed53bd1778e2-.jpg?impolicy=legacy&imwidth=800,24000000,5,8,Dubizzle
14278204,https://dubizzle.com/s/DaxuZc,Best Deal of 2023  / Standalone / PHPP,Realtree Properties is offering you 4 Bedrooms Villa for sale at Belair Damac Hills by The Trump Estates.   It Includes: -4 Bedroom with maids room -Size:3691sqft -Corner unit  -Post Handover Payment,https://dbz-images.dubizzle.com/images/2024/04/16/b8b05d96-add4-40b2-9fc1-e26994afd485/997fc0f2a0dc495598e8f4ca6c2a37cf-.jpg?impolicy=legacy&imwidth=800,6000000,4,5,Dubizzle
14464258,https://dubizzle.com/s/Daygo4,EXCLUSIVE RESALE: Luxury 4-Bed Villa with Private Elevator  Rooftop Access,"`EXCLUSIVE RESALE OPPORTUNITY  Luxury Living Redefined: 4-Bedroom Middle Unit Single-Row Villa with G+2, Private Elevator, and Access to Rooftop  Here's your chance to own a prestigious 4-bedroom",https://dbz-images.dubizzle.com/images/2024/04/29/063618e5-35ac-4bf7-a006-f32aec9f6313/c394436581a840eebd0adb877b424401-.jpg?impolicy=legacy&imwidth=800,5283000,4,5,Dubizzle
